comment_id,score,keyword
4126327835220016,0.78,
4126241538313477,2.85,结尾
4126223645360986,3.78,厌恶
4126327327563464,0.21,广告
4126231332572471,0.42,哦那
4126462204163294,2.88,画画
4126468839196239,1.77,
4126293308450483,3.93,共鸣
4126438695102301,1.82,
4126217248340458,3.27,用户
4126320663401528,0.27,京
4126233924697393,1.73,孩子
4126595347786885,3.56,成
4126245778251998,2.67,抱歉
4129837561866621,2.64,说
4126228107523446,1.7,芒
4126206318025208,3.91,求
4126236021798067,1.71,成
4126477207554998,2.2,很好
4127205992551139,0.51,
4126319090315214,2.5,没有
4126207979118491,3.27,有点
4126542122192843,1.54,没问题
4126236198148383,2.35,广告
4126203663026525,1.6,活
4126213474106847,1.45,
4126467304239217,3.37,不必
4126222918709874,1.36,笑话
4130236520198509,2.66,芳
4126457943096862,1.2,想要
4126201323045072,4.72,成
