word,value
沉醉于,-0.9687906371911579
要,0.18269565376655184
暗查,-0.9687906371911579
陶醉在,2.087126137841352
臭老九,-1.358907672301691
齐唱,0.851755526657997
宾至如归,0.851755526657997
佛罗里达,1.1118335500650196
俯视,0.9167750325097526
纳西,-1.0728218465539658
土音,1.3719115734720408
容量,0.33159947984395277
宠辱不惊,1.6319895968790634
从头至尾,2.41222366710013
奇形怪状,1.1118335500650196
滁州,1.1118335500650196
欣喜若狂,1.4044213263979186
招收,0.26657997399219724
吃重,-1.0728218465539658
好事,0.9018205461638491
责无旁贷,0.851755526657997
大张旗鼓,0.851755526657997
黄昏,-1.2938881664499347
契友,1.3719115734720408
传宗接代,1.1118335500650196
敬请,0.33159947984395277
胞衣,-1.1768530559167747
挺好,0.33159947984395277
香精,1.0486201415980339
老想,0.2015604681404417
免强,-1.1508452535760734
命苦,-1.7750325097529265
明月当空,1.2418725617685302
圆圆的,0.5916775032509749
拉杆,-1.8790637191157353
粉墙黛瓦,1.1985262245340267
不知廉耻,-2.204161248374513
窜逃,-2.8933680104031207
独酌,-1.098829648894669
嘱事,-0.9687906371911579
得罪人,-1.1768530559167747
得理不饶人,-1.2808842652795835
信访,0.46163849154746384
拱抱,0.9817945383615081
暧昧,-0.6989596879063722
屹立,0.851755526657997
免得,0.13654096228868617
牵引力,1.3719115734720408
绞尽脑汁,-1.2808842652795835
阴山,3.192457737321196
觞,-1.098829648894669
断章取义,-2.0091027308192464
馈线,-0.9687906371911579
花俏,-1.4889466840052021
觚,-1.098829648894669
绿宝石,0.9817945383615081
自查,0.9817945383615081
觥,-1.098829648894669
墨梅,0.851755526657997
触,0.5916775032509749
不眠不休,1.3719115734720408
嵯峨,1.2418725617685302
解,0.8192457737321188
逾越,1.1118335500650196
契合,1.0955699108654424
还乡,0.9167750325097526
伤天害理,-2.5292587776332907
中巴车,0.33159947984395277
免征,-1.2288686605981791
演变,0.33159947984395277
靠不住,-2.2691807542262676
壮怀,1.6319895968790634
大多,0.5266579973992194
如下,-0.9687906371911579
览胜,0.5916775032509749
免役,-1.2288686605981791
工事,0.46163849154746384
宝贝儿,1.157206469300097
遍访,0.46163849154746384
公害,-0.9687906371911579
智残,-1.4889466840052021
致命伤,-1.358907672301691
冲动,-0.6347957018684562
纵观,0.851755526657997
低气压区,-0.9687906371911579
遭袭,-1.2808842652795835
不可或缺,-0.9687906371911579
群星璀璨,1.4861882807266418
被告人,-1.7490247074122243
那般,0.019505851755526216
风闻,-0.9687906371911579
奉告,-0.25357607282184613
转学,0.851755526657997
多姿,1.2418725617685302
潮涨潮落,1.1118335500650196
纵览,0.851755526657997
宿醉,-0.9687906371911579
耐心,0.851755526657997
令人作呕,-2.0632856523623744
这个,-1.4889466840052021
形影不,1.892067620286085
麻黄素,-2.4772431729518853
奖励,0.8062418725617677
胆识,1.1118335500650196
黄斑,-2.0091027308192464
凹凸不平,-2.4772431729518853
线衣,0.9817945383615081
走风,-1.1768530559167747
致癌物,0.2015604681404417
陷身囹圄,-1.931079323797138
骋怀,1.1118335500650196
旋风装,0.851755526657997
钻空子,-1.22886866059818
天堑,0.851755526657997
灵活性,-1.8140442132639798
这不,0.5266579973992194
哂笑,1.4369310793237955
虚数,-2.3992197659297796
减价,0.851755526657997
喜悦,1.234223208138912
坚定不移,0.5916775032509749
线装,0.851755526657997
测试,0.2015604681404417
人命关天,-0.864759427828349
命根子,1.182501215010968
短浅,-2.0091027308192464
权变,0.5916775032509749
公子,0.33159947984395277
酒泉,1.1118335500650196
自觉自愿,0.851755526657997
抗洪,0.5916775032509749
贫困户,-1.2288686605981791
马到成功,1.1118335500650196
清者自清,0.5916775032509749
重工,0.5916775032509749
闪光点,0.5916775032509749
射击队,0.33159947984395277
只需要,0.3966189856957083
含氧量,0.33159947984395277
言者无罪,0.33159947984395277
揭老底,-1.8140442132639798
大增,-0.13245402192086164
工会,0.8730550199542622
返乡,0.9167750325097526
工伤,-1.358907672301691
天之骄子不需要一睁,2.41222366710013
苦不堪言,-3.049414824447334
言犹在耳,1.1118335500650196
农函大,-0.8387516254876468
西,-1.0728218465539658
在陪,1.1118335500650196
粪便,-1.2288686605981791
会议桌,0.07152145643693064
光影,1.1118335500650196
无线,-2.555266579973993
希特勒,-1.7490247074122243
八字,0.721716514954486
践行,0.33159947984395277
嵩山,3.192457737321196
无缝,0.33159947984395277
心存疑惑,-1.1768530559167747
有时候,1.8335500650195056
穷骨头,-0.9687906371911579
红帽子,-1.82704811443433
嗜好,1.4297066897847133
伙伴国,-1.5409622886866066
换取,0.13654096228868617
港湾,0.5916775032509749
新大陆,-1.2808842652795835
夫妇,1.6319895968790634
减产,-1.098829648894669
劳动量,0.33159947984395277
问明,0.33159947984395277
货运量,0.33159947984395277
挂彩,-1.3459037711313409
数典忘祖,-2.2691807542262676
故里,1.2418725617685302
拒收,-2.5292587776332907
轻声,0.851755526657997
转嫁,0.019505851755526216
妙趣横溢,1.1058734286952747
硬币,1.3719115734720408
如今,1.3719115734720408
气象万千,1.6319895968790634
最少,-0.13654096228868617
闲文,0.5916775032509749
饶舌,1.1118335500650196
欺压,-2.2691807542262676
示范场,0.33159947984395277
平方尺,0.33159947984395277
骨灰箱,-1.358907672301691
昂立,-1.1074989163415694
油然而生,1.8270481144343296
最小,0.33159947984395277
歌唱家,0.9882964889466832
通都大邑,-0.0648337358350366
活该,-2.1391417425227575
正事,0.33159947984395277
鉴赏家,0.9882964889466832
土里土气,-1.7490247074122243
这样一来,-0.2145643693107937
抠抠搜搜,0.5266579973992194
