word,value
补考,-3.888888888888889
不啻,-3.888888888888889
不够,-2.7777777777777777
不可,-2.7777777777777777
不敏,-2.7777777777777777
不外,-2.7777777777777777
不消,-3.888888888888889
小抄儿,-1.6666666666666667
舍弃,-2.7777777777777777
身世,-1.6666666666666667
失掉,-2.7777777777777777
失口,-1.6666666666666667
失窃,-2.7777777777777777
失手,-2.7777777777777777
骄蹇,-3.888888888888889
绞杀战,-3.888888888888889
借故,-2.7777777777777777
闹别扭,-2.7777777777777777
悠谬,-5.0
窳惰,-2.7777777777777777
肠阻塞,-2.7777777777777777
唱对台戏,-2.7777777777777777
沉吟,-2.7777777777777777
吃不来,-2.7777777777777777
痴想,-2.7777777777777777
播穅眯目,-2.7777777777777777
不直一文,-2.7777777777777777
不知疼痒,-2.7777777777777777
不落边际,-2.7777777777777777
不经之语,-2.7777777777777777
不择生冷,-2.7777777777777777
不避斧钺,-2.7777777777777777
不识局面,-2.7777777777777777
不辩菽麦,-2.7777777777777777
差若毫釐，谬以千里,-2.7777777777777777
豺狼横道,-2.7777777777777777
刖趾適屦,-2.7777777777777777
赃私狼籍,-2.7777777777777777
贼臣乱子,-2.7777777777777777
沾风惹草,-2.7777777777777777
招事惹非,-2.7777777777777777
朝歌暮弦,-2.7777777777777777
证龟成鳖,-2.7777777777777777
指李推张,-2.7777777777777777
指瑕造隙,-2.7777777777777777
面谀背毁,-2.7777777777777777
谬想天开,-2.7777777777777777
目睫之论,-2.7777777777777777
泥车瓦马,-2.7777777777777777
逆天暴物,-3.3333333333333335
黏皮着骨,-2.7777777777777777
鸟惊鼠窜,-3.888888888888889
怕痛怕痒,-2.7777777777777777
旁门小道,-3.3333333333333335
十眠九坐,-2.7777777777777777
食不充饥,-2.7777777777777777
食不终味,-2.7777777777777777
食荼卧棘,-2.7777777777777777
使心作倖,-2.7777777777777777
使酒骂座,-2.7777777777777777
饰非拒谏,-2.7777777777777777
视财如命,-2.7777777777777777
室如县罄,-2.7777777777777777
適得其反,-2.7777777777777777
守缺抱残,-2.7777777777777777
兽心人面,-2.7777777777777777
鼠肝虫臂,-2.7777777777777777
鼠腹蜗肠,-2.7777777777777777
鼠窃狗偷,-2.7777777777777777
束手坐视,-2.7777777777777777
束手就殪,-2.7777777777777777
束蒲为脯,-2.7777777777777777
竖子成名,-2.7777777777777777
双凫一雁,-2.7777777777777777
顺我者生，逆我者死,-2.7777777777777777
说是谈非,-2.7777777777777777
死乞百赖,-2.7777777777777777
死灰槁木,-2.7777777777777777
死败涂地,-2.7777777777777777
死声淘气,-2.7777777777777777
胡作乱为,-3.888888888888889
怙才骄物,-3.888888888888889
滑泥扬波,-2.7777777777777777
黄口孺子,-2.7777777777777777
诲淫诲盗,-2.7777777777777777
混混噩噩,-2.7777777777777777
火上加油,-2.7777777777777777
鸡犬升天,-3.888888888888889
鸡飞狗跳,-3.888888888888889
极重难返,-3.888888888888889
集矢之的,-3.888888888888889
假公营私,-2.7777777777777777
故技,-1.1111111111111112
百舍重趼,-2.7777777777777777
卜昼卜夜,-2.7777777777777777
"上无片瓦,下无插针之地",-2.7777777777777777
厭齑暮盐,-2.7777777777777777
饫甘餍肥,-1.6666666666666667
委肉虎蹊,-2.7777777777777777
鸿雁哀鸣,-2.7777777777777777
八卦,-2.7777777777777777
败阵,-2.7777777777777777
包打听,-2.7777777777777777
蒙难,-1.6666666666666667
投膏止火,-3.888888888888889
徒拥虚名,-2.7777777777777777
吐刚茹柔,-3.888888888888889
推枯折腐,-5.0
颓垣断堑,-5.0
吞舟是漏,-5.0
吞声饮泣,-3.888888888888889
讬公行私,-3.888888888888889
挖耳当招,-5.0
瓦器蚌盘,-3.888888888888889
外强中乾,-3.888888888888889
外彊中乾,-3.888888888888889
剜肉医疮,-3.888888888888889
玩时愒日,-3.888888888888889
亡国大夫,-3.888888888888889
亡魂失魄,-5.0
枉口拔舌,-3.888888888888889
枉物难消,-3.888888888888889
枉墨矫绳,-3.888888888888889
望风希指,-3.888888888888889
为非作恶,-3.888888888888889
违天害理,-5.0
违条舞法,-3.888888888888889
帏薄不修,-5.0
惟利是趋,-5.0
未知万一,-5.0
文婪武嬉,-3.888888888888889
文过遂非,-3.888888888888889
问道於盲,-3.888888888888889
瓮里醯鸡,-5.0
握风捕影,-3.888888888888889
无人之地,-3.888888888888889
无毛大虫,-3.888888888888889
无功受禄,-3.888888888888889
无可柰何,-3.888888888888889
无地可容,-5.0
无名小卒,-3.888888888888889
无米之炊,-3.888888888888889
无私有弊,-3.888888888888889
无明业火,-3.888888888888889
无服之殇,-3.888888888888889
无风作浪,-3.888888888888889
无洞掘蟹,-3.888888888888889
无家无室,-3.888888888888889
无情无绪,-3.888888888888889
无间可乘,-3.888888888888889
冻伤,-3.888888888888889
毒瘤,-3.888888888888889
眼晕,-2.7777777777777777
老好人,-1.6666666666666667
雷害,-2.7777777777777777
冷淡,-2.7777777777777777
例行公事,-2.7777777777777777
牵就,-2.7777777777777777
画无人色,-5.0
慌不择路,-4.444444444444445
闻雷失箸,-4.444444444444445
惊心悼胆,-4.444444444444445
眼中钉,-4.444444444444445
轻嘴薄舌,-3.888888888888889
哑口无言,-3.888888888888889
指天画他,-3.888888888888889
唇枪舌剑,-3.3333333333333335
话中有话,-3.888888888888889
说三道四,-3.888888888888889
徒读父书,-4.444444444444445
言外之意,-3.888888888888889
面面相窥,-2.2222222222222223
面誉背毁,-2.7777777777777777
明抢暗偷,-3.3333333333333335
命薄缘慳,-3.3333333333333335
谋图不轨,-2.7777777777777777
目使颐令,-3.888888888888889
拿粗挟细,-3.3333333333333335
挠腮撧耳,-3.3333333333333335
泥古拘方,-2.7777777777777777
拈酸泼醋,-2.7777777777777777
鸟声兽心,-2.7777777777777777
嗫嚅小兒,-2.7777777777777777
弄鬼妆幺,-2.7777777777777777
呕心抽肠,-4.444444444444445
攀高结贵,-3.3333333333333335
却步,-2.7777777777777777
认输,-2.7777777777777777
戎首,-2.7777777777777777
行不副言,-2.7777777777777777
朽木不可雕,-3.888888888888889
掩耳盗锺,-3.888888888888889
说情,-2.7777777777777777
风雨晦暝,-2.7777777777777777
肤末支离,-2.7777777777777777
扶墙摸壁,-2.7777777777777777
浮花浪蕊,-2.7777777777777777
负材矜地,-3.888888888888889
附会穿凿,-2.7777777777777777
附骥攀鳞,-3.888888888888889
高高在上,-3.888888888888889
隔壁撺椽,-2.7777777777777777
公报私仇,-2.7777777777777777
功成骨枯,-3.888888888888889
拱手听命,-2.7777777777777777
狗心狗行,-5.0
狗追耗子,-3.888888888888889
狗盗鸡鸣,-3.888888888888889
狗续貂尾,-2.7777777777777777
铁幕,-2.7777777777777777
听信,-2.7777777777777777
偷袭,-3.888888888888889
头难,-3.888888888888889
图谋,-3.888888888888889
土狗子,-2.7777777777777777
容克地主,-2.7777777777777777
肉中刺,-3.888888888888889
私娼,-2.7777777777777777
私情,-2.7777777777777777
诉苦,-2.7777777777777777
行若狗彘,-3.888888888888889
掩耳偷铃,-3.888888888888889
牢狱,-2.7777777777777777
老脸,-2.7777777777777777
离格儿,-1.6666666666666667
长叹,-3.888888888888889
超支,-2.7777777777777777
沉沧,-2.7777777777777777
惩治,-3.888888888888889
赤霉病,-3.888888888888889
闹意见,-2.7777777777777777
牛角尖,-2.7777777777777777
恇怯不前,-3.888888888888889
舌挢不下,-3.888888888888889
畏敌如虎,-3.888888888888889
迷恋骸骨,-4.444444444444445
狭路相逢,-4.444444444444445
仇人相见，分外眼红,-4.444444444444445
唇焦舌敝,-4.444444444444445
妇姑勃谿,-3.888888888888889
史弟阋于墙,-3.888888888888889
博土买驴,-3.3333333333333335
相提并论,-3.888888888888889
吹大法螺,-4.444444444444445
异端邪说,-3.888888888888889
意在言外,-3.3333333333333335
不知痛痒,-2.7777777777777777
不值一笑,-2.7777777777777777
不测之罪,-2.7777777777777777
不学无识,-2.7777777777777777
不识泰山,-2.7777777777777777
操戈同室,-2.7777777777777777
黯然,-2.7777777777777777
巴儿狗,-1.6666666666666667
罢职,-2.7777777777777777
摆样子,-2.7777777777777777
半吊子,-2.7777777777777777
帮倒忙,-2.7777777777777777
彩风随鸦,-2.7777777777777777
单鹄寡凫,-1.6666666666666667
雨淋日炙,-2.7777777777777777
玉楼赴召,-2.7777777777777777
优患余生,-2.7777777777777777
艰难竭蹶,-2.7777777777777777
衣食不周,-2.7777777777777777
红颜薄命,-2.7777777777777777
虱处裈中,-2.7777777777777777
茫然,-1.6666666666666667
糜费,-1.6666666666666667
扁平足,-1.6666666666666667
变色,-1.6666666666666667
变种,-1.6666666666666667
辩难,-2.7777777777777777
瘭疽,-2.7777777777777777
别是,-2.7777777777777777
摈斥,-2.7777777777777777
冰窖,-1.6666666666666667
兵乱,-3.888888888888889
病笃,-3.888888888888889
病粒,-2.7777777777777777
病原体,-3.888888888888889
波涛,-1.6666666666666667
薄命,-3.888888888888889
补正,-3.888888888888889
不得已,-3.888888888888889
不快,-2.7777777777777777
不平等条约,-3.888888888888889
不是,-2.7777777777777777
不稳平衡,-2.7777777777777777
不旋踵,-2.7777777777777777
肤粟股栗,-5.0
浮石沉木,-2.7777777777777777
浮云蔽日,-5.0
负德孤恩,-5.0
附肤落毛,-3.888888888888889
腹有鳞甲,-2.7777777777777777
干名采誉,-2.7777777777777777
膏脣岐舌,-3.888888888888889
各人自扫门前雪，莫管他家瓦上霜,-2.7777777777777777
攻其一点，不及其馀,-2.7777777777777777
狗拿耗子,-3.888888888888889
狗头鼠脑,-3.888888888888889
沽名干誉,-3.888888888888889
响马,-2.7777777777777777
宵小,-2.7777777777777777
小人,-2.7777777777777777
斜楞,-1.6666666666666667
烧伤,-1.6666666666666667
身故,-3.888888888888889
生气,-2.7777777777777777
失禁,-2.7777777777777777
失明,-2.7777777777777777
失时,-1.6666666666666667
失言,-2.7777777777777777
气味,-2.7777777777777777
面是背非,-2.7777777777777777
明火执械,-3.888888888888889
谬妄无稽,-2.7777777777777777
目不见睫,-3.888888888888889
目指气使,-3.888888888888889
目无馀子,-2.7777777777777777
暮翠朝红,-2.7777777777777777
南郭处士,-3.3333333333333335
黏皮带骨,-2.7777777777777777
鸟惊鱼骇,-3.888888888888889
弄眉挤眼,-2.7777777777777777
怕死贪生,-2.7777777777777777
槃木朽株,-3.3333333333333335
朋比作奸,-3.888888888888889
行径,-2.7777777777777777
絮语,-2.7777777777777777
精神病,-1.6666666666666667
意气用事,-2.7777777777777777
因陋就寡,-2.7777777777777777
淫言狎语,-2.7777777777777777
托病,-2.7777777777777777
拖欠,-2.7777777777777777
挖墙脚,-2.7777777777777777
违拗,-2.7777777777777777
各不相谋,-2.7777777777777777
焚林而猎,-3.888888888888889
亲痛仇快,-3.888888888888889
如堕五里雾中,-1.6666666666666667
错认颜标,-2.7777777777777777
一物不知,-1.6666666666666667
瓮天之见,-3.888888888888889
东扶西例,-2.7777777777777777
姑妄听之,-2.7777777777777777
拳打脚踢,-3.888888888888889
租心浮气,-1.6666666666666667
一推六二五,-2.7777777777777777
一朝权在手，便把令来行,-2.7777777777777777
举一废百,-2.7777777777777777
日中必熭,-2.7777777777777777
食之无味，弃之可惜,-2.7777777777777777
袭人故智,-2.7777777777777777
依流平进,-2.7777777777777777
勇而无谋,-2.7777777777777777
冷谈,-2.7777777777777777
束之高阁,-1.6666666666666667
傲一天和尚撞一天钟,-2.7777777777777777
不值一顾,-2.7777777777777777
委屈求全,-2.7777777777777777
依附,-2.7777777777777777
不通水火,-2.7777777777777777
不劣方头,-2.7777777777777777
逃匿,-2.7777777777777777
淘神,-1.6666666666666667
天才论,-1.6666666666666667
挑眼,-1.6666666666666667
炽燥,-2.7777777777777777
吹大气,-3.888888888888889
存十一於千百,-2.7777777777777777
寸长尺短,-2.7777777777777777
大逆无道,-3.888888888888889
大兴土木,-2.7777777777777777
带水拖泥,-2.7777777777777777
胆丧魂消,-5.0
诞妄不经,-2.7777777777777777
倒因为果,-2.7777777777777777
道西说东,-2.7777777777777777
雕心鹰爪,-3.888888888888889
彫虫小技,-2.7777777777777777
雕虫薄技,-2.7777777777777777
调脣弄舌,-2.7777777777777777
跌脚捶胸,-2.7777777777777777
鲽离鹣背,-2.7777777777777777
丢盔抛甲,-2.7777777777777777
东窗事犯,-2.7777777777777777
花样,-2.7777777777777777
坏处,-1.6666666666666667
黄毛丫头,-0.5555555555555556
鹘突,-3.3333333333333335
刺激性毒剂,-3.888888888888889
粗腿病,-3.888888888888889
大国主义,-2.7777777777777777
目光如豆,-3.888888888888889
视而不见，听而不闻,-5.0
豆重榆瞑,-3.888888888888889
精疲力竭,-3.888888888888889
春露秋霜,-3.888888888888889
只鸡絮酒,-3.888888888888889
白日做梦,-3.888888888888889
百辞莫辩,-3.888888888888889
郁郁寡欢,-3.888888888888889
大惑不解,-3.888888888888889
归心如箭,-3.888888888888889
一锹掘个井,-3.888888888888889
靦颜人世,-3.888888888888889
少壮不努力，老大徒伤悲,-5.0
内视反听,-3.888888888888889
何去何从,-3.888888888888889
乘兴而来,-3.888888888888889
痫入骨髓,-5.0
报应,-3.888888888888889
暴洪,-3.888888888888889
悲观主义,-3.888888888888889
背约,-2.7777777777777777
崩落,-2.7777777777777777
匕首,-2.7777777777777777
毙命,-2.7777777777777777
贬谪,-3.888888888888889
下药,-2.7777777777777777
显摆,-1.6666666666666667
现形,-1.6666666666666667
丧偶,-3.888888888888889
扫墓,-2.7777777777777777
森然,-3.888888888888889
潸然,-1.6666666666666667
伤兵,-1.6666666666666667
伤员,-1.6666666666666667
嫁祸,-2.7777777777777777
贱人,-2.7777777777777777
偏乡僻壤,-2.7777777777777777
飘茵堕溷,-1.6666666666666667
贫嘴恶舌,-2.7777777777777777
破玩意兒,-1.6666666666666667
奇谈怪论,-1.6666666666666667
骑扬州鹤,-2.7777777777777777
棋输先著,-1.6666666666666667
杞国之忧,-2.7777777777777777
弃好背盟,-2.7777777777777777
钱可通神,-5.0
遗毒,-3.888888888888889
应卯,-2.7777777777777777
晕池,-2.7777777777777777
灾患,-5.0
糟害,-3.888888888888889
憎称,-3.888888888888889
腹背受敌,-3.888888888888889
生死存亡,-5.0
覆巢无完卵,-3.888888888888889
水火兵虫,-3.888888888888889
龟毛兔角,-3.888888888888889
奔走呼号,-2.7777777777777777
人地生疏　,-2.7777777777777777
末学肤受　,-2.7777777777777777
穷山恶水,-3.888888888888889
悬崖峭壁,-3.888888888888889
千山万水,-3.888888888888889
咫尺千里,-3.888888888888889
千回百转,-2.7777777777777777
不义之财,-3.888888888888889
轻于鸿毛,-3.888888888888889
千回百折,-3.888888888888889
旷日持久,-3.888888888888889
布氏杆菌病,-3.888888888888889
残局,-2.7777777777777777
插嘴,-3.888888888888889
搀杂,-3.888888888888889
鹰瞵虎视,-2.7777777777777777
营营苟苟,-2.7777777777777777
游蜂浪蝶,-2.7777777777777777
游手偷闲,-2.7777777777777777
有声无气,-2.7777777777777777
鱼目混珍,-3.888888888888889
逾墙钻蠙,-3.888888888888889
愚夫愚妇,-2.7777777777777777
鸢肩豺目,-2.7777777777777777
各持己见,-2.7777777777777777
土崩瓦解,-3.888888888888889
不分皂白,-2.7777777777777777
少不更事,-2.7777777777777777
有限不识泰山,-2.7777777777777777
庸懦无能,-2.7777777777777777
不识时务,-1.6666666666666667
挤眉弄眼,-1.6666666666666667
声嘶力竭,-2.7777777777777777
步履维艰,-2.7777777777777777
有天没日,-3.888888888888889
充耳不闻,-2.7777777777777777
舒头探脑,-1.6666666666666667
洞烛其奸,-2.7777777777777777
袖手旁观,-1.6666666666666667
只字不提,-1.6666666666666667
坐观成败,-1.6666666666666667
不足齿数,-2.7777777777777777
冰山难靠,-2.7777777777777777
杜门却扫,-2.7777777777777777
撩蜂剔蝎,-5.0
另眼看待,-1.6666666666666667
流汗浃背,-3.888888888888889
柳眉倒竖,-3.888888888888889
龙门点额,-3.888888888888889
龙睁虎眼,-3.888888888888889
龙阳泣鱼,-3.888888888888889
龙蟠凤翥,-3.888888888888889
漏洩春光,-1.6666666666666667
鲁斤燕削,-1.6666666666666667
鹿死不择音,-1.6666666666666667
鸾孤凤寡,-2.7777777777777777
乱头粗服,-1.6666666666666667
论资排辈,-0.5555555555555556
捰袖揎拳,-2.7777777777777777
麻痺不仁,-3.888888888888889
马耳东风,-1.6666666666666667
马勃牛溲,-5.0
买上告下,-3.888888888888889
买铁思金,-3.888888888888889
卖男鬻女,-3.888888888888889
卖空买空,-1.6666666666666667
埋头顾影,-2.7777777777777777
满目凄凉,-3.888888888888889
漫天开价,-2.7777777777777777
盲翁扪籥,-2.7777777777777777
毛发耸然,-5.0
貌是情非,-0.5555555555555556
没里没外,-0.5555555555555556
昧己瞒心,-3.888888888888889
门单户薄,-3.888888888888889
迷而不返,-5.0
迷魂夺魄,-1.6666666666666667
靡衣媮食,-3.888888888888889
柔筋脆骨,-2.7777777777777777
如蹈汤火,-2.7777777777777777
乳臭未乾,-2.7777777777777777
入地无门,-2.7777777777777777
枘凿方圆,-2.7777777777777777
洒洒潇潇,-2.7777777777777777
三尸五鬼,-2.7777777777777777
丧胆游魂,-2.7777777777777777
山中无好汉，猢猻称霸王,-2.7777777777777777
伤心疾首,-2.7777777777777777
少言寡语,-2.7777777777777777
舍近务远,-2.7777777777777777
射鱼指天,-2.7777777777777777
身败名隳,-2.7777777777777777
身微力薄,-2.7777777777777777
深文巧诋,-2.7777777777777777
深恶痛疾,-2.7777777777777777
神不守舍,-2.7777777777777777
神情不属,-2.7777777777777777
神魂荡飏,-2.7777777777777777
神头鬼面,-2.7777777777777777
失之千里，差若毫釐,-2.7777777777777777
失张失致,-2.7777777777777777
失惊倒怪,-2.7777777777777777
刮地皮,-1.6666666666666667
管见,-2.2222222222222223
吞没,-2.7777777777777777
托派,-2.7777777777777777
玩弄,-2.7777777777777777
亡国奴,-2.7777777777777777
微辞,-2.7777777777777777
跼天促地,-2.7777777777777777
踽踽独行,-3.888888888888889
倦尾赤色,-5.0
橛守成规,-1.6666666666666667
恐后争先,-2.7777777777777777
口似悬河,-1.6666666666666667
枯株朽木,-3.888888888888889
郐下无讥,-1.6666666666666667
狂朋怪侣,-5.0
拉三扯四,-2.7777777777777777
狼吃幞头,-3.888888888888889
狼突鸱张,-5.0
狼艰狈蹶,-2.7777777777777777
劳师糜饷,-1.6666666666666667
乐昌破镜,-3.888888888888889
乐极悲来,-2.7777777777777777
乐祸幸灾,-3.888888888888889
离乡别井,-5.0
醴酒不设,-1.6666666666666667
利令志惛,-3.888888888888889
连明连夜,-2.7777777777777777
连宵彻曙,-2.7777777777777777
连篇絫幅,-1.6666666666666667
敛怨求媚,-3.888888888888889
脸黄肌瘦,-1.6666666666666667
两头和番,-3.888888888888889
自怨自艾,-3.888888888888889
死而无侮,-3.888888888888889
全无心肝,-3.888888888888889
狗嘴里吐不出象牙,-1.6666666666666667
青蝇点素,-3.888888888888889
抗尘走俗,-3.888888888888889
见豕负涂,-2.7777777777777777
见风转篷,-2.7777777777777777
见钱眼红,-2.7777777777777777
江山易改，禀性难移,-2.7777777777777777
将天就地,-2.7777777777777777
骄生惯养,-2.7777777777777777
胶柱调瑟,-2.7777777777777777
焦眉皱眼,-2.7777777777777777
角户分门,-2.7777777777777777
诘曲聱牙,-2.7777777777777777
桀骜不恭,-2.7777777777777777
今月古月,-2.7777777777777777
金钗换酒,-2.7777777777777777
进退失图,-2.7777777777777777
进退首鼠,-2.7777777777777777
进退无措,-2.7777777777777777
惊心裂胆,-2.7777777777777777
惊弦之鸟,-2.7777777777777777
惊惶无措,-2.7777777777777777
惊群动众,-2.7777777777777777
井底鸣蛙,-2.7777777777777777
敬小慎微,-2.7777777777777777
靖言庸回,-2.7777777777777777
镜里采花,-2.7777777777777777
鸠僭鹊巢,-2.7777777777777777
久束湿薪,-2.7777777777777777
酒病花愁,-2.7777777777777777
鸷狠狼戾,-0.5555555555555556
重气轻生,-3.888888888888889
侜张为幻,-3.888888888888889
逐近弃远,-2.7777777777777777
助桀为暴,-3.888888888888889
祝不胜诅,-2.7777777777777777
抓破脸子,-2.7777777777777777
转喉触讳,-3.888888888888889
追趋逐耆,-2.7777777777777777
赘食太仓,-3.888888888888889
捉衿肘见,-3.888888888888889
邹缨齐紫,-2.7777777777777777
作法自弊,-3.888888888888889
坐地自划,-2.7777777777777777
做神做鬼,-2.7777777777777777
凿骨捣髓,-3.888888888888889
乱伦,-2.7777777777777777
麻烦,-3.888888888888889
为虎作张,-3.888888888888889
碌碌无奇,-2.7777777777777777
心怀叵测,-1.6666666666666667
上楼去梯,-3.888888888888889
无所不用其极度,-5.0
虎视眈眈,-2.7777777777777777
一蛇两头,-5.0
五毒惧全,-5.0
虚倩假意,-5.0
瞒心昧己,-3.888888888888889
炫玉贾石,-5.0
人模人样,-2.7777777777777777
装怯作勇,-5.0
威迫利诱,-5.0
衣绣昼行,-5.0
恣行无忌,-5.0
贪夫徇财,-5.0
一浆十饼,-1.6666666666666667
眼皮子薄,-2.7777777777777777
坐享其成,-5.0
这山望着那山高,-5.0
送往迎来,-0.5555555555555556
俗下文字,-2.7777777777777777
隋珠弹雀,-3.888888888888889
随俗沈浮,-3.888888888888889
随声吠影,-3.888888888888889
碎瓦穨垣,-2.7777777777777777
贪生恶死,-5.0
贪欲无厌,-3.888888888888889
谈过其实,-3.888888888888889
忐上忑下,-3.888888888888889
探头缩脑,-1.6666666666666667
堂皇冠冕,-3.888888888888889
讨流溯源,-3.888888888888889
天年不齐,-3.888888888888889
天夺之年,-5.0
添枝增叶,-3.888888888888889
恬不知愧,-3.888888888888889
挑茶斡刺,-3.888888888888889
同床各梦,-3.888888888888889
同恶共济,-3.888888888888889
偷香窃玉,-3.888888888888889
头上著头,-3.888888888888889
头稍自领,-2.7777777777777777
头会箕敛,-3.888888888888889
豆萁燃豆,-2.7777777777777777
毒魔狠怪,-3.888888888888889
遁天妄行,-3.888888888888889
阿党比周,-2.7777777777777777
恶籍盈指,-5.0
烦文缛礼,-2.7777777777777777
放刁撒泼,-2.7777777777777777
飞殃走祸,-2.7777777777777777
飞谋钓谤,-2.7777777777777777
肥肠满脑,-2.7777777777777777
分文不直,-5.0
分毫不值,-5.0
焚林而狩,-2.7777777777777777
焚琴鬻鹤,-3.888888888888889
狠心,-2.7777777777777777
糊涂虫,-2.7777777777777777
瞪眼,-3.888888888888889
堤防,-1.6666666666666667
底下人,-0.5555555555555556
夸示,-1.6666666666666667
哭哭啼啼,-3.888888888888889
亏欠,-3.888888888888889
困境,-3.888888888888889
炮筒子,-2.2222222222222223
陪绑,-3.3333333333333335
蓬蓬,-3.3333333333333335
泼剌,-3.888888888888889
赘瘤,-3.888888888888889
戕身伐命,-2.7777777777777777
强弩末矢,-3.888888888888889
强凫变鹤,-4.444444444444445
敲冰索火,-3.3333333333333335
乔文假醋,-3.3333333333333335
巧语花言,-2.7777777777777777
轻薄无行,-2.7777777777777777
曲意奉迎,-2.7777777777777777
鹊巢鸠踞,-3.3333333333333335
强告化,-3.888888888888889
抢夺,-3.888888888888889
喜新厌故,-2.7777777777777777
衒玉求售,-1.6666666666666667
橡饭菁羹,-2.7777777777777777
鸮鸣鼠暴,-3.888888888888889
小题大作,-3.888888888888889
效颦学步,-2.7777777777777777
挟细拿粗,-2.7777777777777777
心如刀锯,-2.7777777777777777
心神恍惚,-2.7777777777777777
心慌撩乱,-3.888888888888889
心辣手狠,-3.888888888888889
心胆俱碎,-5.0
耍嘴皮子,-2.7777777777777777
臭乎乎,-3.888888888888889
攒锋聚镝,-3.888888888888889
寸木岑楼,-2.7777777777777777
寸蹄尺缣,-2.7777777777777777
大人先生,-2.7777777777777777
大呼小喝,-2.7777777777777777
大煞风趣,-3.888888888888889
呆如木鸡,-2.7777777777777777
担雪填井,-2.7777777777777777
胆小如鼷,-2.7777777777777777
胆战心慌,-3.888888888888889
淡而不厌,-2.7777777777777777
党同妒异,-2.7777777777777777
倒三颠四,-2.7777777777777777
道旁苦李,-2.7777777777777777
雕虫末技,-2.7777777777777777
钓名欺世,-2.7777777777777777
调嘴学舌,-2.7777777777777777
丢魂丧胆,-3.888888888888889
东闪西挪,-2.7777777777777777
东滚西爬,-2.7777777777777777
逃遁,-2.7777777777777777
逃逸,-2.7777777777777777
跳脚,-5.0
跼高天蹐厚地,-2.7777777777777777
拒虎进狼,-2.7777777777777777
镌空妄实,-2.7777777777777777
撧耳顿足,-3.888888888888889
抉目吴门,-3.888888888888889
嚼穿龈血,-5.0
开柙出虎,-3.888888888888889
岂有是理,-3.888888888888889
慷慨激烈,-3.888888888888889
课语讹言,-2.7777777777777777
抠心挖血,-1.6666666666666667
口呆目钝,-5.0
口轻舌薄,-3.888888888888889
枯朽之馀,-3.888888888888889
枯鱼衔索,-2.7777777777777777
刳胎焚夭,-5.0
狂蜂浪蝶,-3.888888888888889
来鸿去燕,-1.6666666666666667
烂醉如泥,-3.888888888888889
狼吞虎噬,-5.0
狼烟大话,-3.888888888888889
狼蟲虎豹,-5.0
浪蝶狂蜂,-2.7777777777777777
乐新厌旧,-2.7777777777777777
擂天倒地,-3.888888888888889
楞手楞脚,-1.6666666666666667
离本趣末,-1.6666666666666667
离乡背井,-5.0
黎庶涂炭,-5.0
力竭声嘶,-5.0
连明彻夜,-2.7777777777777777
连章累牍,-2.7777777777777777
连编累牍,-1.6666666666666667
两败俱伤,-1.6666666666666667
撩火加油,-2.7777777777777777
恶居下流,-3.888888888888889
认贼为子,-3.888888888888889
摇尾乞伶,-3.888888888888889
深文周纳,-2.7777777777777777
窃案,-3.888888888888889
侵渔,-3.888888888888889
清君侧,-2.7777777777777777
请降,-3.888888888888889
耍无赖,-2.7777777777777777
析辨诡词,-3.888888888888889
蹊田夺牛,-3.888888888888889
洗垢求瘢,-2.7777777777777777
柙虎樊熊,-2.7777777777777777
鲜衣良马,-2.7777777777777777
闲花埜草,-2.7777777777777777
涎眉邓眼,-3.888888888888889
嫌好道歉,-2.7777777777777777
现钟不打,-1.6666666666666667
销神流志,-3.888888888888889
邪魔怪道,-3.888888888888889
心乔意怯,-3.888888888888889
心慵意懒,-3.888888888888889
兴讹造讪,-5.0
披毛求瑕,-0.5555555555555556
琵琶胡语,-1.6666666666666667
片甲不留,-0.5555555555555556
飘籓坠溷,-1.6666666666666667
七首八脚,-2.7777777777777777
骑鹤上维扬,-2.7777777777777777
启瞶振聋,-3.888888888888889
气充志骄,-3.888888888888889
气消胆夺,-5.0
泣不可仰,-5.0
牵衣肘见,-3.888888888888889
磨折,-2.7777777777777777
木然,-1.6666666666666667
猪猡,-5.0
主使,-3.888888888888889
蛀齿,-3.3333333333333335
追捕,-3.888888888888889
矮人看场,-2.7777777777777777
爱鹤失众,-2.7777777777777777
暗箭难防,-2.7777777777777777
傲世轻物,-2.7777777777777777
扒高踩低,-2.7777777777777777
跋扈恣睢,-2.7777777777777777
败德辱行,-2.7777777777777777
败国亡家,-2.7777777777777777
半死半生,-2.7777777777777777
帮闲钻懒,-2.7777777777777777
鲍鱼之次,-2.7777777777777777
卑鄙龌龊,-2.7777777777777777
杯羹之让,-2.7777777777777777
背义负信,-2.7777777777777777
背盟败约,-2.7777777777777777
重义轻生,-3.888888888888889
诪张变眩,-3.888888888888889
逐末忘本,-3.888888888888889
逐宕失返,-3.888888888888889
逐影吠声,-3.888888888888889
主少国疑,-2.7777777777777777
煮鹤焚琴,-3.888888888888889
杼柚其空,-2.7777777777777777
抓破脸皮,-2.7777777777777777
追欢作乐,-2.7777777777777777
捉班做势,-2.7777777777777777
擢筋割骨,-3.888888888888889
足不出门,-2.7777777777777777
足尺加二,-2.7777777777777777
钻天打洞,-3.888888888888889
嘴快舌长,-2.7777777777777777
左支右调,-2.7777777777777777
左书右息,-2.7777777777777777
作浪兴风,-2.7777777777777777
坐而待毙,-2.7777777777777777
